"N° ordine
(ex ID
Sepack)"	ID Sepack	Data Evasione	Richiedente	Nome pacchetto carta	"Descrizione campione
(Ex Identificazione del campione)
"	Codice analisi	"valore
(ex Nota parametro/analisi richiesta)"	"NotaParam
(Ex Nota generale sul campione)"
25-000514	25LD01217	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA ST. COLORATA B - / PASTRY PAPER CUPS COLORED PRINTED B	1123SQ		
25-000514	25LD01217	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA ST. COLORATA B - / PASTRY PAPER CUPS COLORED PRINTED B	1124SQ		
25-000514	25LD01218	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA MAGENTA/PASTRY PAPER CUPS HIGH TEMPERATURE INKS – MAGENTA	1502DEC		
25-000514	25LD01218	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA MAGENTA/PASTRY PAPER CUPS HIGH TEMPERATURE INKS – MAGENTA	1502FRC_EXT		
25-000514	25LD01218	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA MAGENTA/PASTRY PAPER CUPS HIGH TEMPERATURE INKS – MAGENTA	1660A_EXT		procedura D
25-000514	25LD01218	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA MAGENTA/PASTRY PAPER CUPS HIGH TEMPERATURE INKS – MAGENTA	1660B_EXT		procedura D
25-000514	25LD01218	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA MAGENTA/PASTRY PAPER CUPS HIGH TEMPERATURE INKS – MAGENTA	1660C_EXT		procedura D
25-000514	25LD01218	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA MAGENTA/PASTRY PAPER CUPS HIGH TEMPERATURE INKS – MAGENTA	1660D_EXT		procedura D
25-000514	25LD01219	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA MAGENTA/PASTRY PAPER CUPS HIGH TEMPERATURE INKS – MAGENTA	1123SQ		vedere documento in cartella commessa prima di refertare
25-000514	25LD01219	2025-06-26	NOVACART SPA		PIROTTINI PASTICCERIA STAMPA INCHIOSTRI DA COTTURA MAGENTA/PASTRY PAPER CUPS HIGH TEMPERATURE INKS – MAGENTA	1124SQC		vedere documento in cartella commessa prima di refertare
25-000514	25LD01384	2025-06-30	NOVACART SPA		RT inglese per 25LD01215	3017		
25-000514	25LD01385	2025-06-30	NOVACART SPA		RT inglese per 25LD01217	3017		
25-000514	25LD01386	2025-06-30	NOVACART SPA		RT inglese per 25LD01219	3017		
25-000515	25LD01220	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8IN03	0007		prove in triplo
25-000515	25LD01220	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8IN03	1123SQ		prove in triplo
25-000515	25LD01220	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8IN03	1124SQ	1 h 150°C	prove in triplo
25-000515	25LD01220	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8IN03	1127SQ		prove in triplo
25-000515	25LD01221	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8OUT03	1255E95	10gg 40°C	prove in triplo
25-000515	25LD01221	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8OUT03	6088E95_EXT_KOR	10gg 40°C	prove in triplo
25-000515	25LD01221	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8OUT03	6089E95_EXT_KOR	10gg 40°C	prove in triplo
25-000515	25LD01221	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8OUT03	0007		prove in triplo
25-000515	25LD01221	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8OUT03	1123SQ		prove in triplo
25-000515	25LD01221	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8OUT03	1124SQ	1 h 150°C	prove in triplo
25-000515	25LD01221	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBPLY2EX8OUT03	1127SQ		prove in triplo
25-000516	25LD01222	2025-06-11	SIGMA INDUSTRIA GRAFICA S.R.L.		Vassoio carta con PET nero per forno	4003	800W per 10 min con lasagna	ex campione 25LD00903 
25-000517	25LD01223	2025-06-26	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63273627	1123SQ		
25-000517	25LD01223	2025-06-26	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63273627	1123SQLIISO	2 gg 20°C	
25-000517	25LD01223	2025-06-26	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63273627	1124SQ		
25-000518	25LD01224	2025-06-26	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63274654	1602UE	10gg 40°C	
25-000518	25LD01224	2025-06-26	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63274654	1607UE	10gg 40°C	
25-000518	25LD01224	2025-06-26	AMCOR FLEXIBLES ITALIA S.R.L.		Laminato batch n. 63274654	1604UE	10gg 40°C	
25-000519	25LD01225	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2IN02	0007		prove in triplo
25-000519	25LD01225	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2IN02	1123SQ		prove in triplo
25-000519	25LD01225	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2IN02	1124SQ	1 h 150°C	prove in triplo
25-000519	25LD01225	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2IN02	1127SQ		prove in triplo
25-000519	25LD01226	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2OU02	1255E95	10gg 60°C	prove in triplo
25-000519	25LD01226	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2OU02	6088E95_EXT_KOR	10gg 60°C	prove in triplo
25-000519	25LD01226	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2OU02	6089E95_EXT_KOR	10gg 60°C	prove in triplo
25-000519	25LD01226	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2OU02	0007		prove in triplo
25-000519	25LD01226	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2OU02	1123SQ		prove in triplo
25-000519	25LD01226	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2OU02	1124SQ	1 h 150°C	prove in triplo
25-000519	25LD01226	2025-06-26	KÖR INNOVATIONS GERMANY GMBH		FBDEX1DEE9MR0I2OU02	1127SQ		prove in triplo
25-000520	25LD01227	2025-06-20	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 2: anonimo su 25+8	1123SQ		Confrontare con campione 25LD0371 (stesso campione ma con stampa)
25-000520	25LD01227	2025-07-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 2: anonimo su 25+8	1124SQ		Confrontare con campione 25LD0371 (stesso campione ma con stampa)
25-000520	25LD01228	2025-07-11	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 2: anonimo su 25+8	9029A_EXT	10gg 60°C	ex campione 25LD00372
25-000520	25LD01228	2025-07-11	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 2: anonimo su 25+8	9029B_EXT	10gg 60°C	ex campione 25LD00372
25-000520	25LD01228	2025-07-11	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 2: anonimo su 25+8	9029D2_EXT	10gg 60°C	ex campione 25LD00372
25-000520	25LD01282	2025-07-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 2: anonimo su 25+8	9029CNT_EXT		ex campione 25LD00372
25-000521	25LD01229	2025-06-09	SER SPA		"Cera siglata ""CERA SER SP/5 (CDP265) con n° di lotto 115639 - arrivo del 09/06/2025"	1706		
25-000522	25LD01230	2025-06-17	POPLAST S.R.L. SOCIO UNICO		Buona pasticceria Frollini all’uovo Lotto 3956-20	1124SQ		
25-000522	25LD01231	2025-06-17	POPLAST S.R.L. SOCIO UNICO		Consilia Frollini con panna – Lotto 3909-20	1124SQ		
25-000523	25LD01232	2025-07-15	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 3: test stampa BURGER su CARTA+ PET+PE	9029A_EXT	10gg 60°C	
25-000523	25LD01232	2025-07-15	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 3: test stampa BURGER su CARTA+ PET+PE	9029B_EXT	10gg 60°C	
25-000523	25LD01232	2025-07-15	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 3: test stampa BURGER su CARTA+ PET+PE	9029D2_EXT	10gg 60°C	
25-000523	25LD01233	2025-06-24	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 3: test stampa BURGER su CARTA+ PET+PE	1123SQ		
25-000523	25LD01233	2025-06-24	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 3: test stampa BURGER su CARTA+ PET+PE	1123SQLIISO	2 gg 20°C	
25-000523	25LD01233	2025-06-24	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 3: test stampa BURGER su CARTA+ PET+PE	1124SQ		
25-000523	25LD01234	2025-06-17	SACCHITAL S.P.A.		Carta-Pet-Pe - senza stampa.	0000		
25-000523	25LD01283	2025-07-01	SACCHITAL S.P.A.		PROGETTO DIGITALE - Campione 3: test stampa BURGER su CARTA+ PET+PE	9029CNT_EXT		
25-000523	25LD01284	2025-07-01	SACCHITAL S.P.A.		Carta-Pet-Pe - senza stampa.	9029CNT_EXT	campione bianco analitico da confrontare con campione stampato	
25-000524	25LD01235	2025-07-01	GUALA PACK S.P.A		OPP30/OPP18HB/PP70w Ordine Produzione 010124014692	1702		
25-000524	25LD01235	2025-07-01	GUALA PACK S.P.A		OPP30/OPP18HB/PP70w Ordine Produzione 010124014692	1705IMB		
25-000524	25LD01236	2025-07-01	GUALA PACK S.P.A		OPP30/OPP18HB/PP70w Ordine Produzione 10124014452	1702		
25-000524	25LD01236	2025-07-01	GUALA PACK S.P.A		OPP30/OPP18HB/PP70w Ordine Produzione 10124014452	1705IMB		
25-000525	25LD01237	2025-06-30	ALUCART SPA		LAMINATO SOLVENT-BASE 571	1502B	10gg 60°C	
25-000525	25LD01238	2025-06-30	ALUCART SPA		LAMINATO SOLVENT-LESS 572	1502B	10gg 60°C	
25-000526	25LD01239	2025-06-11	ALUCART SPA		LAMINATO SOLVENT-BASE 573	1501B	2h 70°C	
25-000526	25LD01240	2025-06-11	ALUCART SPA		LAMINATO SOLVENT-LESS 574	1501B	2h 70°C	
25-000527	25LD01241	2025-07-15	GUALA PACK S.P.A		PP, codice 4ETL, numero di bobina 24I1002712	1601UE	10gg 40°C - single side - lato a contatto indifferente	
25-000527	25LD01241	2025-07-15	GUALA PACK S.P.A		PP, codice 4ETL, numero di bobina 24I1002712	1602UE	10gg 40°C - single side - lato a contatto indifferente	
25-000527	25LD01241	2025-07-15	GUALA PACK S.P.A		PP, codice 4ETL, numero di bobina 24I1002712	1604UE	10gg 40°C - single side - lato a contatto indifferente	
25-000528	25LD01242	2025-07-08	SIT S.P.A.		1045768_10 - P2008FTC0401 - BOT MAT 20 + COEX BARRIER 20 + CS	1123SQ		Campionare il 10% di cold seal (richiesta del Richiedente)
25-000528	25LD01242	2025-07-08	SIT S.P.A.		1045768_10 - P2008FTC0401 - BOT MAT 20 + COEX BARRIER 20 + CS	1124SQ		Campionare il 10% di cold seal (richiesta del Richiedente)
25-000528	25LD01243	2025-07-08	SIT S.P.A.		1045768_10 - P2008FTC0401 - BOT MAT 20 + COEX BARRIER 20 + CS	1601UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000528	25LD01243	2025-07-08	SIT S.P.A.		1045768_10 - P2008FTC0401 - BOT MAT 20 + COEX BARRIER 20 + CS	1602UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000528	25LD01243	2025-07-08	SIT S.P.A.		1045768_10 - P2008FTC0401 - BOT MAT 20 + COEX BARRIER 20 + CS	1604UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000528	25LD01243	2025-07-08	SIT S.P.A.		1045768_10 - P2008FTC0401 - BOT MAT 20 + COEX BARRIER 20 + CS	6015B	10gg 60°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000529	25LD01244	2025-07-08	SIT S.P.A.		1045768_20 - P10008TC0301 - VARNISH + COEX BARRIER 30 + CS	1123SQ		Campionare il 10% di cold seal (richiesta del Richiedente)
25-000529	25LD01244	2025-07-08	SIT S.P.A.		1045768_20 - P10008TC0301 - VARNISH + COEX BARRIER 30 + CS	1124SQ		Campionare il 10% di cold seal (richiesta del Richiedente)
25-000529	25LD01245	2025-07-08	SIT S.P.A.		1045768_20 - P10008TC0301 - VARNISH + COEX BARRIER 30 + CS	1601UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000529	25LD01245	2025-07-08	SIT S.P.A.		1045768_20 - P10008TC0301 - VARNISH + COEX BARRIER 30 + CS	1602UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000529	25LD01245	2025-07-08	SIT S.P.A.		1045768_20 - P10008TC0301 - VARNISH + COEX BARRIER 30 + CS	1604UE	10gg 40°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000529	25LD01245	2025-07-08	SIT S.P.A.		1045768_20 - P10008TC0301 - VARNISH + COEX BARRIER 30 + CS	6015B	10gg 60°C	Campionare il 10% di cold seal (richiesta del Richiedente)
25-000530	25LD01246	2025-07-09	SIT S.P.A.		6025208_10 - V30556TS1300 - NYLON 15 + NYLON 15 + PE 100	1601UE	10gg 40°C	
25-000530	25LD01246	2025-07-09	SIT S.P.A.		6025208_10 - V30556TS1300 - NYLON 15 + NYLON 15 + PE 100	1602UE	10gg 40°C	
25-000530	25LD01246	2025-07-09	SIT S.P.A.		6025208_10 - V30556TS1300 - NYLON 15 + NYLON 15 + PE 100	1604UE	10gg 40°C	
25-000530	25LD01246	2025-07-09	SIT S.P.A.		6025208_10 - V30556TS1300 - NYLON 15 + NYLON 15 + PE 100	6015B	10gg 60°C	
25-000530	25LD01247	2025-07-09	SIT S.P.A.		6025208_10 - V30556TS1300 - NYLON 15 + NYLON 15 + PE 100	1123SQ		
25-000530	25LD01247	2025-07-09	SIT S.P.A.		6025208_10 - V30556TS1300 - NYLON 15 + NYLON 15 + PE 100	1124SQ		
25-000531	25LD01248	2025-07-09	SIT S.P.A.		6027126010 - V30888US0802 - COEX 20 + COEX WHITE MET 35 + PP CAST 25	1601UE	10gg 40°C	
25-000531	25LD01248	2025-07-09	SIT S.P.A.		6027126010 - V30888US0802 - COEX 20 + COEX WHITE MET 35 + PP CAST 25	1602UE	10gg 40°C	
25-000531	25LD01248	2025-07-09	SIT S.P.A.		6027126010 - V30888US0802 - COEX 20 + COEX WHITE MET 35 + PP CAST 25	1604UE	10gg 40°C	
25-000531	25LD01248	2025-07-09	SIT S.P.A.		6027126010 - V30888US0802 - COEX 20 + COEX WHITE MET 35 + PP CAST 25	6015B	10gg 60°C	
25-000531	25LD01249	2025-07-09	SIT S.P.A.		6027126010 - V30888US0802 - COEX 20 + COEX WHITE MET 35 + PP CAST 25	1123SQ		
25-000531	25LD01249	2025-07-09	SIT S.P.A.		6027126010 - V30888US0802 - COEX 20 + COEX WHITE MET 35 + PP CAST 25	1124SQ		
25-000532	25LD01250	2025-07-09	ICIS S.P.A.		Astucci Tripack cod 75305306 con stampa in volta codice alfanumerico , cliente Ferrero- commessa ICIS 450893 - Materiale : cartoncino Pro FBB Bright  da 265 g/mq fornito da  Metsa Board - Inchiostri  basso odore e bassa migrazione ECOPACE – FSP   Sunchemical - Adesivo AQUENCE  9014 LM Henkel	1123SQ		
25-000532	25LD01250	2025-07-09	ICIS S.P.A.		Astucci Tripack cod 75305306 con stampa in volta codice alfanumerico , cliente Ferrero- commessa ICIS 450893 - Materiale : cartoncino Pro FBB Bright  da 265 g/mq fornito da  Metsa Board - Inchiostri  basso odore e bassa migrazione ECOPACE – FSP   Sunchemical - Adesivo AQUENCE  9014 LM Henkel	1124SQ		
25-000532	25LD01250	2025-07-09	ICIS S.P.A.		Astucci Tripack cod 75305306 con stampa in volta codice alfanumerico , cliente Ferrero- commessa ICIS 450893 - Materiale : cartoncino Pro FBB Bright  da 265 g/mq fornito da  Metsa Board - Inchiostri  basso odore e bassa migrazione ECOPACE – FSP   Sunchemical - Adesivo AQUENCE  9014 LM Henkel	1125		10gg 40°C
25-000533	25LD01251	2025-07-09	SIT S.P.A.		1046360020 - P20088BS0354 - OPP COEX 20 +COEX 15 white ( 20 pfTUL + 15 F2w) 	1601UE	10gg 40°C	
25-000533	25LD01251	2025-07-09	SIT S.P.A.		1046360020 - P20088BS0354 - OPP COEX 20 +COEX 15 white ( 20 pfTUL + 15 F2w) 	1602UE	10gg 40°C	
25-000533	25LD01251	2025-07-09	SIT S.P.A.		1046360020 - P20088BS0354 - OPP COEX 20 +COEX 15 white ( 20 pfTUL + 15 F2w) 	1604UE	10gg 40°C	
25-000533	25LD01251	2025-07-09	SIT S.P.A.		1046360020 - P20088BS0354 - OPP COEX 20 +COEX 15 white ( 20 pfTUL + 15 F2w) 	6015B	10gg 60°C	
25-000533	25LD01252	2025-07-09	SIT S.P.A.		1046360020 - P20088BS0354 - OPP COEX 20 +COEX 15 white ( 20 pfTUL + 15 F2w) 	1123SQ		
25-000533	25LD01252	2025-07-09	SIT S.P.A.		1046360020 - P20088BS0354 - OPP COEX 20 +COEX 15 white ( 20 pfTUL + 15 F2w) 	1124SQ		
25-000534	25LD01253	2025-07-04	3P PRODUZIONI PLASTICHE		COPERCHIO IN PS COLORE BIANCO	1221PA	10gg 60°C	ex campione 25LD00815 - integrazione ricevuta il 10/06/2025
25-000534	25LD01253	2025-07-04	3P PRODUZIONI PLASTICHE		COPERCHIO IN PS COLORE BIANCO	1221PB	10gg 60°C	ex campione 25LD00815 - integrazione ricevuta il 10/06/2025
25-000534	25LD01253	2025-07-04	3P PRODUZIONI PLASTICHE		COPERCHIO IN PS COLORE BIANCO	1221PD2	10gg 60°C	ex campione 25LD00815 - integrazione ricevuta il 10/06/2025
25-000534	25LD01253	2025-07-04	3P PRODUZIONI PLASTICHE		COPERCHIO IN PS COLORE BIANCO	1256A	10gg 60°C	ex campione 25LD00815 - integrazione ricevuta il 10/06/2025
25-000534	25LD01253	2025-07-04	3P PRODUZIONI PLASTICHE		COPERCHIO IN PS COLORE BIANCO	1256B	10gg 60°C	ex campione 25LD00815 - integrazione ricevuta il 10/06/2025
25-000534	25LD01253	2025-07-04	3P PRODUZIONI PLASTICHE		COPERCHIO IN PS COLORE BIANCO	1256D2_OLIOVEGETALE	10gg 60°C	ex campione 25LD00815 - integrazione ricevuta il 10/06/2025
25-000535	25LD01254	2025-07-16	GUALA PACK S.P.A		Y6A083001, struttura materiale PET12-ALU9-PET12-PE50, ordine produzione No 30125000224	6127ISO	10gg 20°C	
25-000535	25LD01254	2025-07-16	GUALA PACK S.P.A		Y6A083001, struttura materiale PET12-ALU9-PET12-PE50, ordine produzione No 30125000224	1601DM	10gg 40°C - single side	
25-000535	25LD01254	2025-07-16	GUALA PACK S.P.A		Y6A083001, struttura materiale PET12-ALU9-PET12-PE50, ordine produzione No 30125000224	1602DM	10gg 40°C - single side	
25-000535	25LD01254	2025-07-16	GUALA PACK S.P.A		Y6A083001, struttura materiale PET12-ALU9-PET12-PE50, ordine produzione No 30125000224	1604DM	10gg 40°C - single side	
25-000535	25LD01254	2025-07-16	GUALA PACK S.P.A		Y6A083001, struttura materiale PET12-ALU9-PET12-PE50, ordine produzione No 30125000224	6127E95	10gg 60°C	
25-000535	25LD01255	2025-07-04	GUALA PACK S.P.A		Y6A083001, struttura materiale PET12-ALU9-PET12-PE50, ordine produzione No 30125000224	1123SQ		
25-000535	25LD01255	2025-07-04	GUALA PACK S.P.A		Y6A083001, struttura materiale PET12-ALU9-PET12-PE50, ordine produzione No 30125000224	1124SQ		
25-000535	25LD01256	2025-07-16	GUALA PACK S.P.A		Y4Q054001, struttura materiale PET12-PETMET12-PE30, ordine di produzione No 010125000189	1601UE	1h 100°C + 10gg 40°C	lato a contatto con alimento (lato PE)
25-000535	25LD01256	2025-07-16	GUALA PACK S.P.A		Y4Q054001, struttura materiale PET12-PETMET12-PE30, ordine di produzione No 010125000189	1602UE	1h 100°C + 10gg 40°C	lato a contatto con alimento (lato PE)
25-000535	25LD01256	2025-07-16	GUALA PACK S.P.A		Y4Q054001, struttura materiale PET12-PETMET12-PE30, ordine di produzione No 010125000189	1604UE	1h 100°C + 10gg 40°C	lato a contatto con alimento (lato PE)
25-000535	25LD01257	2025-07-16	GUALA PACK S.P.A		Y4Q054001, struttura materiale PET12-PETMET12-PE30, ordine di produzione No 010125000189	1601UE	1h 100°C + 10gg 40°C	lato non a contatto con alimento (lato PET)
25-000535	25LD01257	2025-07-16	GUALA PACK S.P.A		Y4Q054001, struttura materiale PET12-PETMET12-PE30, ordine di produzione No 010125000189	1602UE	1h 100°C + 10gg 40°C	lato non a contatto con alimento (lato PET)
25-000535	25LD01257	2025-07-16	GUALA PACK S.P.A		Y4Q054001, struttura materiale PET12-PETMET12-PE30, ordine di produzione No 010125000189	1604UE	1h 100°C + 10gg 40°C	lato non a contatto con alimento (lato PET)
25-000535	25LD01257	2025-07-16	GUALA PACK S.P.A		Y4Q054001, struttura materiale PET12-PETMET12-PE30, ordine di produzione No 010125000189	1501B	1h 100°C + 10gg 60°C	lato non a contatto con alimento (lato PET)
25-000535	25LD01257	2025-07-16	GUALA PACK S.P.A		Y4Q054001, struttura materiale PET12-PETMET12-PE30, ordine di produzione No 010125000189	1502B	1h 100°C + 10gg 60°C	lato non a contatto con alimento (lato PET)
25-000535	25LD01258	2025-07-16	GUALA PACK S.P.A		Y6A108001, struttura materiale PET12-ALU9-PET12-PE75, ordine di produzione No. 010125002878	6127ISO	10gg 20°C	
25-000535	25LD01258	2025-07-16	GUALA PACK S.P.A		Y6A108001, struttura materiale PET12-ALU9-PET12-PE75, ordine di produzione No. 010125002878	1601DM	10gg 40°C - single side	
25-000535	25LD01258	2025-07-16	GUALA PACK S.P.A		Y6A108001, struttura materiale PET12-ALU9-PET12-PE75, ordine di produzione No. 010125002878	1602DM	10gg 40°C - single side	
25-000535	25LD01258	2025-07-16	GUALA PACK S.P.A		Y6A108001, struttura materiale PET12-ALU9-PET12-PE75, ordine di produzione No. 010125002878	1604DM	10gg 40°C - single side	
25-000535	25LD01258	2025-07-16	GUALA PACK S.P.A		Y6A108001, struttura materiale PET12-ALU9-PET12-PE75, ordine di produzione No. 010125002878	6127E95	10gg 60°C	
25-000536	25LD01259	2025-06-20	POPLAST S.R.L. SOCIO UNICO		"6 CONCORRENZA   PLASTILENIA    Soggetto ""RISO e LATTE"""	1124SQ		
25-000536	25LD01260	2025-06-27	POPLAST S.R.L. SOCIO UNICO		7 ART . 20ID24/591   BENNET FROLLINI CIOCCOLATO FONDENTE  (prodotto 05/06) - Lotto 4224-10	1124SQ		
25-000536	25LD01261	2025-06-20	POPLAST S.R.L. SOCIO UNICO		8 ART . 20ID24/662   PAM  FROLLINO PANNA CACAO   (prodotto 06/06 ) - Lotto 4739-10 	1124SQ		
25-000536	25LD01262	2025-06-27	POPLAST S.R.L. SOCIO UNICO		9 ART . 20ID24/427   UNES GRANO SARACENO   (prodotto 20/05 ) - Lotto 3797-10	1124SQ		
25-000536	25LD01263	2025-06-27	POPLAST S.R.L. SOCIO UNICO		10 ART . 20ID24/426   UNES FROLLINO GRAN ZUCCHERO    (prodotto 17/05 ) 	1124SQ		
25-000536	25LD01264	2025-06-20	POPLAST S.R.L. SOCIO UNICO		11 ART . 20ID24/548   BUONA PASTICCERIA QUADROTTI    (prodotto 17/05 ) - Lotto 3648-10 	1124SQ		
25-000536	25LD01265	2025-06-27	POPLAST S.R.L. SOCIO UNICO		13 ART . 20ID24/707 CARREFOUR FROLL. GOCCE CIOCCOLATO   (prodotto 20/05 ) - Lotto 3627-10	1124SQ		
25-000536	25LD01266	2025-06-27	POPLAST S.R.L. SOCIO UNICO		12 ART . 20ID24/490  BUONA PASTICCERIA FIOR FIBRA    (prodotto 17/05 ) Lotto 3647-10	1124SQ		
25-000536	25LD01267	2025-06-27	POPLAST S.R.L. SOCIO UNICO		14 ART . 20ID24/550 BUONA PASTICCERIA FROLL UOVO    (prodotto 27/05 ) - Lotto 3956-10  	1124SQ		
25-000536	25LD01268	2025-06-27	POPLAST S.R.L. SOCIO UNICO		15 ART . 20ID24/611  LAZZARONI SELEX GRANELLI ZUCCHERO  (prodotto 26/05 ) - Lotto 3905-10	1124SQ		
25-000536	25LD01269	2025-06-20	POPLAST S.R.L. SOCIO UNICO		16 ART . 20ID24/543  CONSILIA FROLL GOCCE CIOCCOLATO   (prodotto 26/05 ) - Lotto 3911-10	1124SQ		
25-000536	25LD01270	2025-06-20	POPLAST S.R.L. SOCIO UNICO		17 ART . 20ID24/564   BUONE NOVELLE FROL PANNA CACAO (prodotto 21/05 ) - Lotto 4066-20	1124SQ		
25-000536	25LD01271	2025-06-20	POPLAST S.R.L. SOCIO UNICO		5 TIRELLE COLORI SU CARTA  INCHIOSTRI  e vernici INX : Blu quadricromia LR NT23 - Lotto 2506400935	1124SQ		
25-000536	25LD01272	2025-06-20	POPLAST S.R.L. SOCIO UNICO		5 TIRELLE COLORI SU CARTA  INCHIOSTRI  e vernici INX : Nero quadricromia LR NT23 - Lotto 2513301911	1124SQ		
25-000536	25LD01273	2025-06-20	POPLAST S.R.L. SOCIO UNICO		5 TIRELLE COLORI SU CARTA  INCHIOSTRI  e vernici INX : Trasparente termoresistente - Lotto 2511801769	1124SQ		
25-000536	25LD01274	2025-06-20	POPLAST S.R.L. SOCIO UNICO		1 MISCELA FLEXO  BRUSSA  27/05/2025	1004		
25-000536	25LD01275	2025-06-27	POPLAST S.R.L. SOCIO UNICO		2 MISCELA FLEXO  BRUSSA  4/06/2025	1004		
25-000536	25LD01276	2025-06-27	POPLAST S.R.L. SOCIO UNICO		3 MISCELA FLEXO  RABBI SOLVED  5/5/2025	1004		
25-000536	25LD01277	2025-06-20	POPLAST S.R.L. SOCIO UNICO		4 MISCELA FLEXO  RABBI SOLVED  9/6/2025	1004		
25-000537	25LD01278	2025-06-30	PREPACK SRL		film duplice stampato	1113C		
25-000538	25LD01279	2025-07-10	SAMMONTANA SPA SOCIETà BENEFIT		MIA2422 FILM STECCO BISCOTTO PLASMON MONO R01G01 2025 M125064040 CELLOGRAFICA GEROSA - 241522/SO	1123SQLIC	10gg 20°C	ex campione 25LD01075
25-000538	25LD01280	2025-07-10	SAMMONTANA SPA SOCIETà BENEFIT		MEG3004 DISCO CONO STRACCIATELLA COOP MONO G01 2023 M125098013 SOCON - 251160093	1123SQLIC	10gg 20°C	ex campione 25LD01077
25-000538	25LD01281	2025-07-14	SAMMONTANA SPA SOCIETà BENEFIT		MCA4445 COPPA ORO CIOCCOLATO DI MODICA MONO R01G01 2024	1603DM	10gg 20°C	
25-000539	25LD01285	2025-06-19	ALIPLAST SPA		GRANULO RPET Carmignano	0007_INT		
25-000539	25LD01286	2025-06-19	ALIPLAST SPA		GRANULO RPET Carmignano	1249CNT		successivo a criomacinazione
